Unnamed: 0	Sentence	True Id
713	centers for new horizons - ida b. wells learning center; 3601 s rhodes st; ; 3733640; head start; half day/full day	364160653
714	dvorak; 3615 w. 16th st.; ; 5341690; head start; 5-6 hours	361560623
715	v.f. thomas early childhood center; 3625 s. hoyne ave; ; 5354088; head start; 3-4 hours	362560609
716	easter seals society of metropolitan chicago - near south side; 3630 s wells ave; ; 5483614; head start; half day/full day	3630
717	monroe; 3651 w. schubert; ; 5344155; head start; 3-4 hours	365160647
718	firman community services - firman house west; 37 w 47th st; ; 3733400; head start; half day/full day	3760609
719	carole robertson center for learning - carole robertson center- ogden 3701; 3701 w ogden ave; ; 5228400; head start; half day/full day	370160623
720	carole robertson center for learning - carole robertson center- ogden 3701; 3701 w ogden ave; ; 5228400; head start; half day/full day	370160623
721	gary; 3740 w. 31st st.; ; 5341455; head start; 5-6 hours	374060623
722	onward neighborhood house - abc day care; 3800 n austin ave; ; 6859033; head start; half day/full day	380060634
723	ada s. mckinley community services - mckinley - st. thomas; 3801 s wabash ave; ; 2850617; head start; half day/full day	3801
724	peck; 3826 w. 58th; ; 5352450; head start; 3-4 hours	382660629
725	hurley; 3849 w. 69th st; ; 5352068; head start; 5-6 hours	384960629
726	easter seals society of metropolitan chicago - little giants; 3863 w harrison st; ; ; head start; half day/full day	386360624
727	centers for new horizons - edison l. hoard learning center; 3901 s state st; ; 5362187; head start; half day/full day	390160609
728	easter seals society of metropolitan chicago - it takes a village; 4000 w division st; ; ; head start; half day/full day	4000
729	ward, laura; 410 n. monticello; ; 5346440; head start; 3-4 hours	41060624
730	fuller; 4214 s. st lawrence; ; 5351687; head start; 5-6 hours	421460653
731	mason; 4217 w. 18th st.; ; 5341530; head start; 3-4 hours	4217
732	mason; 4217 w. 18th st.; ; 5341530; head start; 3-4 hours	4217
733	bateman; 4220 n. richmond; ; 5345055; head start; 3-4 hours	422060618
734	robinson; 4225 s. lake park; ; 5351777; head start; 5-6 hours	422560653
735	salvation army - new hope / salvation army; 4255 w division st; ; 7224908; head start; half day/full day	425560651
736	goldblatt; 4257 w. adams; ; 5346860; head start; 5-6 hours	425760624
737	korean american community services - korean american community services; 4300 n california ave; ; 5838281; head start; half day/full day	430060618
738	centers for new horizons - effie ellis; 4301 s cottage grove ave; ; ; head start; half day/full day	430160653
739	ada s. mckinley community services - maggie drummond day care; 4301 s wabash ave; ; 3738200; head start; half day/full day	4301606531
740	morton; 431 n. troy; ; 5346791; head start; 5-6 hours	43160612
741	abraham lincoln centre - lincoln - king; 4314 s cottage grove ave; ; 7472310; head start; half day/full day	431460653
742	henry booth house - jones academy; 4344 s wentworth ave; ; 5363757; head start; half day/full day	434460609
743	hull house association - leclaire-ryder day care / hull house; 4410 s laporte ave; ; 7675170; head start; half day/full day	441060638
744	mccorkle; 4421 s. state st.; ; 5351793; head start; 5-6 hours	4421
745	stockton br.; 4425 n. magnolia ave; ; 5342510; head start; 5-6 hours	442560640
746	graham; 4436 s. union; ; 5351308; head start; 5-6 hours	443660609
747	el valor - kiddy kare learning ctr; 4444 s kedzie ave; ; 2476642; head start; half day/full day	444460632
748	woodson south; 4444 s. evans ave; ; 5351280; head start; 5-6 hours	4444
749	hull house association - uptown west / hull house; 4520 n beacon st; ; 5613500; head start; half day/full day	452060640
750	columbia explorers; 4520 s. kedzie; ; 5354050; head start; 3-4 hours	452060632
751	stewart; 4525 n. kenmore; ; 5342640; head start; 5-6 hours	452560640
752	st. paul church of god - chaney ford child care center; 4526 s wabash ave; ; 2858721; head start; half day/full day	452660653
753	chicago youth centers - roseland / cyc; 461 e 111th st; ; 4684405; head start; half day/full day	46160628
754	chicago youth centers - roseland / cyc; 461 e 111th st; ; 4684405; head start; half day/full day	46160628
755	home of life community dev. corp. - home of life just for you; 4647 w washington blvd; ; 6268655; head start; half day/full day	464760644
756	home of life community dev. corp. - home of life community development; 4650 w madison st; ; 6268655; head start; half day/full day	465060644
757	christopher house - christopher house - uptown; 4701 n winthrop ave; ; 7694540; head start; half day/full day	470160640
758	mcpherson; 4728 n. wolcott ave; ; 5344625; head start; 5-6 hours	472860640
759	onward neighborhood house - first start academy; 4753 w washington blvd; ; ; head start; half day/full day	475360644
760	hull house association - lincoln square / hull house; 4754 n leavitt st; ; 8788651; head start; half day/full day	475460625
761	catholic charities of the archdiocese of chicago - st. joseph; 4800 s paulina st; ; 9272524; head start; half day/full day	480060609
762	nash; 4837 w. erie; ; 5346125; head start; 5-6 hours	483760644
763	lutheran social services of illinois - winthrop children's center / lssi; 4848 n winthrop ave; ; 8783210; head start; half day/full day	484860640
764	mccutcheon; 4865 n. sheridan rd; ; 5342680; head start; 3-4 hours	4865
765	westside holistic family services - westside holistic family service; 4909 w division st; ; 9218777; head start; half day/full day	490960651
766	firman community services - firman house east; 4910 s dr. martin luther king dr; ; 3732083; head start; half day/full day	491060615
767	overton cpc; 4935 s. indiana; ; 5351811; head start; 5-6 hours	493560615
768	healing temple - healing temple; 4941 w chicago ave; ; 2876964; head start; half day/full day	494160651
769	appeal for charities and goodwill - appeal for charities; 50 w 71st st; ; 6515400; head start; half day/full day	50760621
770	hull house association - parkway community center / hull house; 500 e 67th st; ; 4931306; head start; half day/full day	50060637
771	salvation army - columbus park / salvation army; 500 s central ave; ; 9214162; head start; half day/full day	50060644
772	douglass-tubman youth ministries,inc. - douglass-tubman child development center; 5010 w chicago ave; ; 6266581; head start; half day/full day	501060651
773	wayman day care center - wayman day care; 511 w elm st; ; 9432120; head start; half day/full day	51160610
774	may; 512 s. lavergne; ; 5346140; head start; 3-4 hours	51260644
775	goudy; 5120 n. winthrop; ; 5342480; head start; 5-6 hours	512060640
776	albany park community center - albany park head start center-kimball; 5121 n kimball ave; ; 5095657; head start; half day/full day	512160625
777	henry booth house - all about kids learning academy; 514 e 75th st; ; 8922800; head start; half day/full day	51460619
778	el valor - teddy bear 5 pulaski; 5160 s pulaski rd; ; ; head start; half day/full day	516060632
779	fulton; 5300 s. hermitage; ; 5359000; head start; 5-6 hours	530060609
780	trinity united church of christ - trinity united; 532 w 95th st; ; 4883511; head start; half day/full day	53260628
781	catholic charities of the archdiocese of chicago - grace mission; 5332 s western ave; ; 4761990; head start; half day/full day	533260609
782	marcy newberry association - mosaic; 5332-34 w addison ave; ; 7777411; head start; half day/full day	533260641
783	doolittle west; 535 e. 35th st; ; 5351040; head start; 5-6 hours	53560616
784	henry booth house - angel wings; 5365 w north ave; ; ; head start; half day/full day	536560639
785	henry booth house - near the pier dev center; 540 n lakeshore dr; ; ; head start; half day/full day	54060611
786	firman community services - firman house south; 5401 s wentworth ave; ; 4513400; head start; half day/full day	540160609
787	onward neighborhood house - belmont-cragin; 5423 w diversey; ; ; head start; half day/full day	542360639
788	onward neighborhood house - new beginnings; 5445 w north ave; ; 3855365; head start; half day/full day	544560639
789	henry booth house - bunny land dc; 545 w 119th st; ; ; head start; half day/full day	54560628
790	trinity resources unlimited, inc. - prince of peace; 5450 w van buren st; ; 6263977; head start; half day/full day	5450
791	national teachers acad; 55 w. cermack; ; 5349970; head start; 5-6 hours	5560616
792	henry booth house - allison's infant toddler; 5522 s racine ave; ; 4363193; head start; half day/full day	552260636
793	marcy newberry association - austin town hall; 5610 w lake st; ; 2611505; head start; half day/full day	561060644
794	henry booth house - coppin early learning center; 5627 s michigan ave; ; 3632400; head start; half day/full day	5627
795	onward neighborhood house - tiny town for tots; 5654 w division st; ; ; head start; half day/full day	565460651
796	marcy newberry association - st. john greater holy temple; 5701 w midway park; ; 9480094; head start; half day/full day	570160644
797	trinity resources unlimited, inc. - hope for youth; 5900 w iowa st; ; 6260323; head start; half day/full day	590060651
798	el valor - little learners; 5923 w 63rd st; ; 5815541; head start; half day/full day	592360609
799	onward neighborhood house - onward neighborhood house; 600 n leavitt st; ; 6666726; head start; half day/full day	60060612
800	nicholson; 6006 s. peoria; ; 5353285; head start; 3-4 hours	600660621
801	sexton, austin o.; 6020 s. langley; ; 5350640; head start; 5-6 hours	602060637
802	onward neighborhood house - lee's cuddles n care; 6100 w north ave; ; 7458054; head start; half day/full day	610060639
803	fiske; 6145 s. ingleside; ; 5350990; head start; 5-6 hours	614560637
804	onward neighborhood house - alphabet academy; 6224 w north ave; ; 6227055; head start; half day/full day	6224
805	centers for new horizons - washington park south learning center; 6225 s wabash ave; ; 6672065; head start; half day/full day	622560637
806	boys and girls clubs of chicago - yancey; 6245 s wabash ave; ; 3634733; head start; half day/full day	624560637
807	el valor - kidz colony; 6287 s archer ave; ; 7678522; head start; half day/full day	628760638
808	aldridge; 630 e. 131st st.; ; 5355614; head start; 5-6 hours	63060827
809	dulles; 6311 s. calumet; ; 5350690; head start; 3-4 hours	631160637
810	ymca of metropolitan chicago - south side ymca; 6330 s stony island ave; ; 9470700; head start; half day/full day	633060637
811	reed; 6350 s. stewart; ; 5353075; head start; 5-6 hours	6350
812	dewey cpc; 638 w. 54th pl.; ; 5351671; head start; 5-6 hours	63860609
813	el valor - teddy bear 3 pulaski; 6401 s pulaski rd; ; ; head start; half day/full day	640160629
814	metropolitan family services - midway head start center; 6422 s kedzie ave; ; 7374790; head start; half day/full day	642260629
815	hinton; 644 w. 71st st.; ; 5353875; head start; 5-6 hours	64460621
816	henry booth house - granny's day care; 645 w 127th st; ; ; head start; half day/full day	64560628
817	kershaw; 6450 s. lowe; ; 5353050; head start; 3-4 hours	645060621
818	o'toole; 6550 s. seeley; ; 5359040; head start; 5-6 hours	655060636
819	woodlawn; 6657 s. kimbark; ; 5350801; head start; 5-6 hours	6657
820	henry booth house - little angels family daycare; 6701 s emerald ave; ; 4888777; head start; half day/full day	670160621
821	davis, miles acad; 6723 s. wood; ; 5359120; head start; 5-6 hours	6723
822	board trustees-city colleges of chicago - kennedy-king college; 6800 s wentworth ave; ; 5533475; head start; half day/full day	680060621
823	family rescue - ridgeland head start; 6824 s ridgeland ave; ; 6671073; head start; half day/full day	682460649
824	trinity united church of christ - dr. denton j. brooks center; 6921 s stony island ave; ; 9552818; head start; half day/full day	692160649
825	o'keeffe; 6940 s. merrill; ; 5350600; head start; 5-6 hours	694060649
826	abraham lincoln centre - lincoln - roseland; 7 e 119th st; ; 2647632; head start; half day/full day	71160628
827	abraham lincoln centre - lincoln - roseland; 7 e 119th st; ; 2647632; head start; half day/full day	71160628
828	ymca of metropolitan chicago - garfield head start/child developmental center- ymca; 7 n homan ave; ; 2653900; head start; half day/full day	760624
829	yale; 7025 s. princeton; ; 5353190; head start; 3-4 hours	7025
830	bond; 7050 s. may; ; 5353480; head start; 5-6 hours	705060621
831	mckay; 7050 s. washtenaw; ; 5359340; head start; 5-6 hours	7050
832	christopher house - christopher house - rogers park; 7059 n greenview ave; ; 2745477; head start; half day/full day	705960626
833	abraham lincoln centre - donoghue; 707 e 37th st; ; ; head start; half day/full day	707
834	guggenheim; 7141 s. morgan; ; 5353587; head start; 5-6 hours	714160621
835	ada s. mckinley community services - little hands; 7146 s ashland ave; ; ; head start; half day/full day	714660636
836	ada s. mckinley community services - mckinley - howard; 7222 s exchange ave; ; 2219711; head start; half day/full day	722260649
837	henry booth house - love n learn academy; 723 e 75th st; ; 7230338; head start; half day/full day	7237260619
838	deneen; 7240 s. wabash; ; 5353035; head start; 3-4 hours	724060619
839	catholic charities of the archdiocese of chicago - maria's garden; 7320 s yale ave; ; 9943016; head start; half day/full day	732060621
840	south shore united methodist - south shore united; 7350 s jeffery blvd; ; 3244430; head start; half day/full day	735060649
841	tanner; 7350 s. evans; ; 5353870; head start; 3-4 hours	735060619
842	jordan; 7414 n. wolcott; ; 5342220; head start; 3-4 hours	741460626
843	henry booth house - itsy bitsy people palace, inc; 7419 s cottage grove ave; ; 8467396; head start; half day/full day	741960619
844	stagg; 7424 s. morgan; ; 5353565; head start; 5-6 hours	742460621
845	madison; 7433 s. dorchester; ; 5350551; head start; 3-4 hours	743360619
846	chicago commons association - nia family center; 744 n monticello ave; ; 8266971; head start; half day/full day	74460612
847	howard area community center - howard area community center; 7510 n ashland ave; ; 7647610; head start; half day/full day	751060626
848	chicago youth centers - rebecca k. crown / cyc; 7601 s phillips ave; ; 6481550; head start; half day/full day	760160649
849	howard area community center - howard area; 7638 n paulina ave; ; 3813652; head start; half day/full day	761060626
850	barton; 7650 s. wolcott ave.; ; 5353260; head start; 5-6 hours	765060620
851	bradwell; 7736 s. burnhan; ; 5356600; head start; 3-4 hours	773660649
852	bradwell; 7736 s. burnhan; ; 5356600; head start; 5-6 hours	773660649
853	henry booth house - little hands & feet; 7801 s wolcott ave; ; ; head start; half day/full day	780160620
854	ruggles; 7831 s. prairie; ; 5353085; head start; 5-6 hours	783160619
855	ada s. mckinley community services - mckinley - wright renaissance; 7939 s western ave; ; 4768805; head start; half day/full day	793960620
856	chicago state university - tiny tots villa; 8128 s dr. martin luther king dr; ; 4836251; head start; half day/full day	8128
857	henry booth house - learning tree; 8128 s kedzie ave; ; 7788802; head start; half day/full day	812860652
858	henry booth house - new pisgah; 8130 s racine ave; ; 8735392; head start; half day/full day	813060620
859	henry booth house - pink's child care academy; 8236 s kedzie ave; ; 8637465; head start; half day/full day	823660652
860	south central community services - south central community services; 8316 s ellis ave; ; 4830900; head start; half day/full day	831660619
861	reavis; 834 e. 50th st.; ; 5351060; head start; 5-6 hours	83460615
862	marcy newberry association - south harper montessori; 8358 s stony island ave; ; 7340375; head start; half day/full day	835860617
863	morgan; 8407 s. kerfoot; ; 5353366; head start; 3-4 hours	840760620
864	chicago youth centers - fellowship house / cyc; 844 w 32nd st; ; 3262282; head start; half day/full day	84460608
865	salvation army - family outreach initiative (sal army); 845 w 69th st; ; 8324700; head start; half day/full day	84560621
866	mcnair acad. center; 849 n. leamington; ; 5346100; head start; 3-4 hours	849
867	christopher house - christopher house - lakeshore; 850 w eastwood ave; ; 2719403; head start; half day/full day	85060640
868	henry booth house - jelly learning center; 8501 s ashland ave; ; ; head start; half day/full day	850160620
869	gresham; 8524 s. green; ; 5353350; head start; 5-6 hours	852460620
870	henry booth house - north kenwood day care center; 857 e pershing rd; ; 2682223; head start; half day/full day	85760653
871	dorothy sutton branch - dorothy sutton branch; 8601 s state st; ; 7234445; head start; half day/full day	860160619
872	catholic charities of the archdiocese of chicago - st. bronislava; 8716 s colfax ave; ; 9337676; head start; half day/full day	871660617
873	ryder; 8716 s. wallace; ; 5353843; head start; 3-4 hours	871660620
874	henry booth house - little elite childcare; 8748 s aberdeen st; ; 4887988; head start; half day/full day	8748
875	ada s. mckinley community services - child quest; 8751 s greenwood ave; ; ; head start; half day/full day	8751
876	henry booth house - pill hill development center; 8802 s stony island ave; ; ; head start; half day/full day	8802
877	chicago youth centers - tots express; 8938 s cottage grove; ; ; head start; half day/full day	8938
878	henry booth house - tots express; 8939 s cottage grove ave; ; ; head start; half day/full day	8939
879	wheatley cpc; 902 e. 133rd pl; ; 5355718; head start; 5-6 hours	90260627
880	wheatley cpc; 902 e. 133rd pl; ; 5355718; head start; 5-6 hours	90260627
881	henry booth house - kids r first; 9040 s vincennes ave; ; 4454900; head start; half day/full day	9040
882	catholic charities of the archdiocese of chicago - our lady of guadalupe; 9129 s burley ave; ; 9785320; head start; half day/full day	912960617
883	trinity resources unlimited, inc. - high mountain; 919 n lavergne ave; ; 6263994; head start; half day/full day	91960651
884	brunson; 932 n. central av; ; 5346025; head start; 3-4 hours	93260651
885	henry booth house - pattie cake; 939 w 87th st; ; 8749460; head start; half day/full day	93960620
886	centers for new horizons - altgeld gardens i; 941 e 132nd pl; ; 4683055; head start; half day/full day	94160627
887	centers for new horizons - altgeld gardens i; 941 e 132nd pl; ; 4683055; head start; half day/full day	94160627
888	salvation army - red shield; 945 w 69th st; ; 3583203; head start; half day/full day	94560621
889	chicago state university - chicago state university; 9501 s dr. martin luther king dr; ; 9952400; head start; half day/full day	950160628
890	holmes; 955 w. garfield; ; 5359025; head start; 5-6 hours	95560621
891	chicago youth centers - dorothy gautreaux / cyc; 975 e 132nd st; ; 2911000; head start; half day/full day	97560627
892	chicago youth centers - dorothy gautreaux / cyc; 975 e 132nd st; ; 2911000; head start; half day/full day	97560627
893	henson; 1326 s. avers ave; ; 5341804; head start/child parent center; 8-11 hours, varies by facility	132660623
894	henson; 1326 s. avers ave; ; 5341804; head start/child parent center; 8-11 hours, varies by facility	132660623
895	herzl cpc; 1401 s. hamlin; ; 5341751; head start/child parent center; 8-11 hours, varies by facility	140160623
896	herzl cpc; 1401 s. hamlin; ; 5341751; head start/child parent center; 8-11 hours, varies by facility	140160623
897	ferguson cpc; 1420 n. hudson; ; 5348580; head start/child parent center; 8-11 hours, varies by facility	142060610
898	delano cpc; 3905 w. wilcox; ; 5346450; head start/child parent center; 8-11 hours, varies by facility	390560624
899	hansberry cpc; 4055 w. arthington; ; 5346931; head start/child parent center; 8-11 hours, varies by facility	405560624
900	hansberry cpc; 4055 w. arthington; ; 5346931; head start/child parent center; 8-11 hours, varies by facility	405560624
901	south loop; 1212 s. plymouth; ; 5348690; head start/prekindergarten for; 8-11 hours, varies by facility	1212
902	south loop; 1212 s. plymouth; ; 5348690; head start/prekindergarten for; 8-11 hours, varies by facility	1212
903	cockrell; 30 e. 61st; ; 5350798; head start/prekindergarten for; 8-11 hours, varies by facility	3060637
904	mason; 4217 w. 18th st.; ; 5341530; head start/prekindergarten for; 8-11 hours, varies by facility	4217
905	mason; 4217 w. 18th st.; ; 5341530; head start/prekindergarten for; 8-11 hours, varies by facility	4217
906	mccutcheon; 4865 n. sheridan rd; ; 5342680; head start/prekindergarten for; 8-11 hours, varies by facility	4865
907	fiske; 6145 s. ingleside; ; 5350990; head start/prekindergarten for; 8-11 hours, varies by facility	614560637
908	barton; 7650 s. wolcott ave.; ; 5353260; head start/prekindergarten for; 8-11 hours, varies by facility	765060620
909	bradwell; 7736 s. burnhan; ; 5356600; head start/prekindergarten for; 8-11 hours, varies by facility	773660649
910	wheatley cpc; 902 e. 133rd pl; ; 5355718; head start/prekindergarten for; 8-11 hours, varies by facility	90260627
911	wheatley cpc; 902 e. 133rd pl; ; 5355718; head start/prekindergarten for; 8-11 hours, varies by facility	90260627
912	sherman; 1000 w. 52nd st.; ; 5351757; prekindergarten for all; 3-4 hours	100060609
913	columbus; 1003 n. leavitt; ; 5344350; prekindergarten for all; 3-4 hours	100360622
914	fernwood; 10041 s. union; ; 5352700; prekindergarten for all; 3-4 hours	10041
915	bennett; 10115 s. prairie; ; 5355460; prekindergarten for all; 3-4 hours	1011560628
916	garvey; 10309 s. morgan; ; 5352763; prekindergarten for all; 3-4 hours	10309
917	gallistel; 10347 s. ewing ave.; ; 5356540; prekindergarten for all; 3-4 hours	1034760617
918	barnard; 10354 s. charles st.; ; 5352625; prekindergarten for all; 3-4 hours	1035460643
919	clark, g.r.; 1045 s. monitor ave; ; 5346225; prekindergarten for all; 3-4 hours	104560644
920	mt. vernon; 10540 s. morgan; ; 5352825; prekindergarten for all; 3-4 hours	10540
921	bright; 10740 s. calhoun; ; 5356218; prekindergarten for all; 3-4 hours	1074060617
922	addams; 10810 s. ave. h; ; 5356210; prekindergarten for all; 3-4 hours	1081060617
923	mt. greenwood; 10841 s. homan ave; ; 5352786; prekindergarten for all; 3-4 hours	1084160655
924	dunne; 10845 s. union; ; 5355517; prekindergarten for all; 3-4 hours	1084560628
925	rudolph; 110 n. paulina; ; 5347460; prekindergarten for all; 5-6 hours	11060612
926	holden; 1104 w. 31st. st.; ; 5357200; prekindergarten for all; 3-4 hours	110460608
927	ariel comm; 1119 e. 46th st.; ; 5351996; prekindergarten for all; 3-4 hours	111960653
928	pullman; 11311 s. forrestville; ; 5355395; prekindergarten for all; 3-4 hours	1131160628
929	bass; 1140 w. 66th st.; ; 5353275; prekindergarten for all; 3-4 hours	114060621
930	lasalle/andersen; 1148 n. honore; ; 5344276; prekindergarten for all; 3-4 hours	1148
931	whistler; 11533 s. ada; ; 5355560; prekindergarten for all; 3-4 hours	1153360643
932	pullman west; 11941 s. parnell ave; ; 5355500; prekindergarten for all; 3-4 hours	1194160628
933	metcalfe; 12339 s. normal av.; ; 5355590; prekindergarten for all; 3-4 hours	1233960628
934	bontemps; 1241 west 58th st; ; 5359175; prekindergarten for all; 3-4 hours	124160636
935	owens; 12450 s. state st.; ; 5355661; prekindergarten for all; 3-4 hours	1245060628
936	grissom; 12810 s. escanaba; ; 5355380; prekindergarten for all; 3-4 hours	1281060633
937	de diego; 1313 n. claremont; ; 5344451; prekindergarten for all; 5-6 hours	131360622
938	clay; 13231 s.burley; ; 5355600; prekindergarten for all; 3-4 hours	1323160633
939	de priest; 139 s. parkside ave; ; 5346800; prekindergarten for all; 3-4 hours	13960639
940	schiller; 1409 n. ogden; ; 5348126; prekindergarten for all; 3-4 hours	1409
941	carnegie; 1414 e. 61st pl.; ; 5350530; prekindergarten for all; 3-4 hours	141460637
942	pilsen; 1420 w. 17th st.; ; 5347675; prekindergarten for all; 3-4 hours	142060608
943	pilsen; 1420 w. 17th st.; ; 5347675; prekindergarten for all; 3-4 hours	142060608
944	blaine; 1420 w. grace; ; 5345750; prekindergarten for all; 3-4 hours	142060613
945	peirce; 1423 w. bryn mawr; ; 5342440; prekindergarten for all; 3-4 hours	142360660
946	lozano bilingual; 1424 n. cleaver; ; 5344150; prekindergarten for all; 5-6 hours	142460622
947	west park acad; 1425 n. tripp; ; 5344940; prekindergarten for all; 3-4 hours	142560651
948	lewis; 1431 n. leamington; ; 5343060; prekindergarten for all; 3-4 hours	143160651
949	colemon, johnnie; 1441 w. 119th st.; ; 5353975; prekindergarten for all; 3-4 hours	144160643
950	shoop; 1460 w. 112th st.; ; 5352715; prekindergarten for all; 3-4 hours	146060643
951	hayt; 1518 w. granville; ; 5342040; prekindergarten for all; 3-4 hours	151860660
952	cuffe; 1540 w. 84th st.; ; 5358250; prekindergarten for all; 3-4 hours	1540
953	harte; 1556 e. 56th st.; ; 5350870; prekindergarten for all; 3-4 hours	155660637
954	salazar; 160 w. wendell; ; 5348310; prekindergarten for all; 5-6 hours	16060610
955	burr; 1621 w. wabansia; ; 5344090; prekindergarten for all; 3-4 hours	162160622
956	cooper; 1624 w. 19th st.; ; 5347205; prekindergarten for all; 3-4 hours	162460608
957	cooper; 1624 w. 19th st.; ; 5347205; prekindergarten for all; 3-4 hours	162460608
958	burley; 1630 w. barry; ; 5345475; prekindergarten for all; 3-4 hours	163060657
959	prescott; 1632 w. wrightwood; ; 5345505; prekindergarten for all; 3-4 hours	163260614
960	moos; 1711 n. california; ; 5344340; prekindergarten for all; 3-4 hours	171160647
961	courtenay; 1726 w. berteau; ; 5345790; prekindergarten for all; 3-4 hours	172660613
962	yates; 1839 n. richmond; ; 5344550; prekindergarten for all; 3-4 hours	183960647
963	talcott; 1840 w. ohio; ; 5347130; prekindergarten for all; 5-6 hours	184060622
964	mcauliffe; 1841 n. springfield; ; 5344400; prekindergarten for all; 3-4 hours	184160647
965	sayre lang acad; 1850 n. newland; ; 5343351; prekindergarten for all; 3-4 hours	185060635
966	pritzker; 2009 w. schiller st.; ; 5344415; prekindergarten for all; 3-4 hours	200960622
967	walsh; 2015 s. peoria; ; 5347950; prekindergarten for all; 3-4 hours	201560608
968	burbank; 2035 n. mobile; ; 5343000; prekindergarten for all; 3-4 hours	203560639
969	armstrong , g.; 2110 w. greenleaf; ; 5342150; prekindergarten for all; 3-4 hours	211060645
970	nixon; 2121 n. keeler; ; 5344375; prekindergarten for all; 3-4 hours	212160639
971	crown; 2128 s. st louis ave; ; 5341680; prekindergarten for all; 3-4 hours	212860623
972	chappell; 2135 w. foster; ; 5342390; prekindergarten for all; 3-4 hours	213560625
973	mozart; 2200 n. hamlin; ; 5344160; prekindergarten for all; 5-6 hours	220060647
974	tilton; 223 n. keeler av.; ; 5346746; prekindergarten for all; 3-4 hours	22360624
975	pulaski; 2230 w. mclean; ; 5344391; prekindergarten for all; 3-4 hours	223060647
976	kanoon; 2233 s. kedzie; ; 5341736; prekindergarten for all; 3-4 hours	223360623
977	mitchell; 2233 w. ohio st.; ; 5347655; prekindergarten for all; 5-6 hours	223360612
978	goethe; 2236 n. rockwell; ; 5344135; prekindergarten for all; 5-6 hours	223660647
979	marconi; 230 n. kolmar; ; 5346210; prekindergarten for all; 3-4 hours	23060624
980	de la cruz; 2317 w. 23rd pl.; ; 5354585; prekindergarten for all; 3-4 hours	2317
981	farragut; 2345 s. christiana; ; 5341300; prekindergarten for all; 3-4 hours	234560623
982	spry; 2400 s. marshall bl; ; 5341700; prekindergarten for all; 3-4 hours	240060623
983	ruiz; 2410 s. leavitt; ; 5354825; prekindergarten for all; 3-4 hours	241060608
984	parkman; 245 w. 51st. st.; ; 5351739; prekindergarten for all; 3-4 hours	24560609
985	sherwood; 245 w. 57th st.; ; 5350829; prekindergarten for all; 3-4 hours	24560621
986	haines; 247 w. 23rd pl; ; 5349200; prekindergarten for all; 3-4 hours	24760616
987	corkery; 2510 s. kildare; ; 5341650; prekindergarten for all; 3-4 hours	251060623
988	carroll-rosenwald br; 2541 w. 80th st; ; 5359355; prekindergarten for all; 3-4 hours	254160652
989	barbara vick early childhood & fam center; 2554 w. 113th st; ; 5352671; prekindergarten for all; 3-4 hours	255460655
990	little village; 2620 s. lawndale; ; 5341880; prekindergarten for all; 3-4 hours	262060623
991	ward, j.; 2701 s. shields; ; 5349050; prekindergarten for all; 3-4 hours	270160616
992	budlong; 2701 w. foster; ; 5342591; prekindergarten for all; 3-4 hours	270160625
993	mccormick; 2712 s. sawyer; ; 5357252; prekindergarten for all; 3-4 hours	271260623
994	lafayette; 2714 w. augusta blvd.; ; 5344326; prekindergarten for all; 3-4 hours	271460622
995	brentano; 2723 n. fairfield; ; 5344100; prekindergarten for all; 3-4 hours	272360647
996	schubert; 2727 n. long; ; 5343080; prekindergarten for all; 3-4 hours	272760639
997	mckinley park; 2744 w. pershing rd; ; 5533661; prekindergarten for all; 3-4 hours	2744
998	whitney; 2815 s. komensky; ; 5341560; prekindergarten for all; 3-4 hours	281560623
999	hammond; 2819 w. 21st place; ; 5354580; prekindergarten for all; 3-4 hours	281960623
1000	barry; 2828 n. kilbourn; ; 5343455; prekindergarten for all; 3-4 hours	2828
1001	locke; 2828 n. oak park ave; ; 5343300; prekindergarten for all; 3-4 hours	2828
1002	calhoun north; 2833 w. adams street; ; 5346940; prekindergarten for all; 3-4 hours	283360612
1003	agassiz; 2851 n. seminary; ; 5345725; prekindergarten for all; 3-4 hours	285160657
1004	avondale; 2945 n. sawyer; ; 5345244; prekindergarten for all; 3-4 hours	294560618
1005	ortiz de dominguez; 3000 s. lawndale ave; ; 5341600; prekindergarten for all; 3-4 hours	300060623
1006	davis, n.; 3014 w. 39th pl; ; 5354540; prekindergarten for all; 3-4 hours	301460632
1007	falconer; 3020 n. lamon; ; 5343560; prekindergarten for all; 3-4 hours	302060641
1008	miller; 3030 w. harrison st; ; 5346594; prekindergarten for all; 3-4 hours	3030
1009	healy; 3040 s. parnell; ; 5349170; prekindergarten for all; 3-4 hours	304060616
1010	pershing magnet; 3113 s. rhodes; ; 5349272; prekindergarten for all; 3-4 hours	311360616
1011	darwin; 3116 w. belden; ; 5344110; prekindergarten for all; 3-4 hours	311660647
1012	cleveland; 3121 w. byron; ; 5345130; prekindergarten for all; 3-4 hours	312160618
1013	jahn; 3149 n. wolcott; ; 5345500; prekindergarten for all; 3-4 hours	314960657
1014	linne; 3221 n. sacramento; ; 5345262; prekindergarten for all; 3-4 hours	322160618
1015	hibbard; 3244 w. ainslie; ; 5345191; prekindergarten for all; 3-4 hours	324460625
1016	nettelhorst; 3252 n. broadway; ; 5345810; prekindergarten for all; 3-4 hours	325260657
1017	lowell; 3320 w. hirsch; ; 5344300; prekindergarten for all; 3-4 hours	332060651
